,ortnamn,kommun,pop,area,popdensity,orttyp,latitude,longitude,efterled
Karlskoga (Karlskoga kommun),Karlskoga,Karlskoga,27562,2037,1353,tätort,59.3291667,14.5176911,skoga
Karlskrona (Karlskrona kommun),Karlskrona,Karlskrona,37174,2121,1752,tätort,56.1621073,15.5866422,krona
Karlstad (Karlstad kommun),Karlstad,Karlstad,64214,2833,2267,tätort,59.3809146,13.5027631,stad
Karlsvik (Luleå kommun),Karlsvik,Luleå,237,33,714,tätort,65.5972835,22.0791066,vik
Kartlandet (Norrköping kommun),Kartlandet,Norrköping,201,72,278,tätort,58.6430831,16.0900449,landet
Hagsätter (Norrköping kommun),Hagsätter,Norrköping,201,72,278,tätort,58.435298,16.0068021,sätter
Karups sommarby (Sjöbo kommun),Karups sommarby,Sjöbo,407,90,450,tätort,55.591988,13.6376485,arby
Kastlösa (Mörbylånga kommun),Kastlösa,Mörbylånga,210,103,204,tätort,56.4598385,16.4289537,lösa
Katrinedal (Vänersborg kommun),Katrinedal,Vänersborg,412,44,932,tätort,58.3875134,12.2969071,dal
Katrineholm (Katrineholm kommun),Katrineholm,Katrineholm,24303,1181,2058,tätort,58.9960335,16.2067589,holm
Kattarp (Helsingborg kommun),Kattarp,Helsingborg,736,73,1011,tätort,56.19349115,12.755286786447437,arp
Kaxholmen (Jönköping kommun),Kaxholmen,Jönköping,1710,163,1050,tätort,57.8540048,14.3075873,holmen
Kebal (Strömstad kommun),Kebal,Strömstad,395,207,190,tätort,58.9525534,11.1529318,
Kil (Nacka kommun),Kil,Nacka,993,91,1088,tätort,59.334977,18.3233803,kil
Kil (Kil kommun),Kil,Kil,7714,795,970,tätort,59.5020632,13.3175439,kil
Kilafors (Bollnäs kommun),Kilafors,Bollnäs,1207,153,789,tätort,61.228627,16.5671181,fors
Killeberg (Osby kommun),Killeberg,Osby,627,117,537,tätort,56.4758692,14.0969548,berg
Kilsmo (Örebro kommun),Kilsmo,Örebro,227,32,699,tätort,59.0685529,15.5391697,mo
Kimstad (Norrköping kommun),Kimstad,Norrköping,1572,176,893,tätort,58.5489217,15.9689066,stad
Kinna (Mark kommun),Kinna,Mark,15405,1971,781,tätort,57.5080076,12.6970568,
Kinnared (Hylte kommun),Kinnared,Hylte,336,91,371,tätort,57.0269385,13.110207,red
Kinnarp (Falköping kommun),Kinnarp,Falköping,981,148,661,tätort,58.0748874,13.5196762,arp
Kinnarumma (Borås kommun),Kinnarumma,Borås,356,73,487,tätort,57.5931979,12.8744989,
Kiruna (Kiruna kommun),Kiruna,Kiruna,16835,898,1874,tätort,67.8550724,20.2255482,
Kisa (Kinda kommun),Kisa,Kinda,3817,438,871,tätort,57.9875021,15.622841,
Kivik (Simrishamn kommun),Kivik,Simrishamn,881,192,459,tätort,55.6846354,14.2247727,vik
Kivinge (Håbo kommun),Kivinge,Håbo,203,55,367,tätort,59.6433691,17.46007269987821,inge
Kjulaås (Eskilstuna kommun),Kjulaås,Eskilstuna,929,102,909,tätort,59.3876975,16.6775496,ås
Klagstorp (Trelleborg kommun),Klagstorp,Trelleborg,573,106,540,tätort,55.393439,13.3754255,torp
Klapparvik (Söderhamn kommun),Klapparvik,Söderhamn,210,71,295,tätort,61.2974745,17.142582,vik
Källby (Söderhamn kommun),Källby,Söderhamn,210,71,295,tätort,,,by
Klevshult (Vaggeryd kommun),Klevshult,Vaggeryd,307,65,469,tätort,57.3551884,14.1013807,hult
Klingsta (Sundsvall kommun),Klingsta,Sundsvall,567,167,339,tätort,62.3223588,17.2013144,sta
Allsta (Sundsvall kommun),Allsta,Sundsvall,567,167,339,tätort,62.3239614,17.2183088,sta
Klintehamn (Region Gotland kommun),Klintehamn,Region Gotland,1537,291,529,tätort,57.3863942,18.2028447,hamn
Klippan (Klippan kommun),Klippan,Klippan,8819,547,1612,tätort,56.1340267,13.1332245,
Klippans (Klippan kommun),Klippans,Klippan,375,60,620,tätort,56.1197909,13.148501,
Klockestrand (Kramfors kommun),Klockestrand,Kramfors,316,85,373,tätort,62.8766042,17.9077555,strand
Klockrike (Motala kommun),Klockrike,Motala,252,41,613,tätort,58.4965651,15.3383393,ike
Klutmark (Skellefteå kommun),Klutmark,Skellefteå,202,72,281,tätort,64.7279409,20.6472337,mark
Klågerup (Svedala kommun),Klågerup,Svedala,2152,117,1847,tätort,55.5942535,13.2490081,erup
Klädesholmen (Tjörn kommun),Klädesholmen,Tjörn,356,30,1197,tätort,57.9466986,11.5417914,holmen
Kläppa (Kungsbacka kommun),Kläppa,Kungsbacka,734,147,500,tätort,57.3636529,12.1417299,
Klässbol (Arvika kommun),Klässbol,Arvika,314,97,323,tätort,59.5379968,12.7433337,bol
Klövedal (Tjörn kommun),Klövedal,Tjörn,607,272,223,tätort,58.0379725,11.5750784,dal
Klöverträsk (Luleå kommun),Klöverträsk,Luleå,240,64,373,tätort,65.6380133,21.3920092,träsk
Klövsjö (Berg kommun),Klövsjö,Berg,335,337,99,tätort,62.5278287,14.1971946,sjö
Knislinge (Östra Göinge kommun),Knislinge,Östra Göinge,3298,294,1121,tätort,56.1942022,14.0851389,inge
Knivsta (Knivsta kommun),Knivsta,Knivsta,8332,423,1971,tätort,59.7279085,17.7881747,sta
Knutby (Uppsala kommun),Knutby,Uppsala,741,132,563,tätort,59.9096861,18.2660339,by
Knäred (Laholm kommun),Knäred,Laholm,1257,292,430,tätort,56.5202391,13.3166881,red
Kode (Kungälv kommun),Kode,Kungälv,1634,164,996,tätort,57.943903,11.8508131,
Kolbäck (Hallstahammar kommun),Kolbäck,Hallstahammar,2051,209,983,tätort,59.5624814,16.235983,bäck
Kolsva (Köping kommun),Kolsva,Köping,2447,223,1099,tätort,59.5998419,15.8440006,
Konga (Tingsryd kommun),Konga,Tingsryd,494,100,492,tätort,56.4979179,15.1215247,
Kopparberg (Ljusnarsberg kommun),Kopparberg,Ljusnarsberg,3028,512,591,tätort,59.8745061,14.9903848,berg
Kopparmora (Värmdö kommun),Kopparmora,Värmdö,2306,737,313,tätort,59.3358333,18.565,mora
Koppom (Eda kommun),Koppom,Eda,672,228,295,tätort,59.7031557,12.1494597,om
Korpilombolo (Pajala kommun),Korpilombolo,Pajala,521,111,468,tätort,66.8504323,23.0562683,lombolo
Korsberga (Vetlanda kommun),Korsberga,Vetlanda,767,115,665,tätort,57.3059623,15.1258605,berga
Korsberga (Hjo kommun),Korsberga,Hjo,217,54,398,tätort,58.3026625,14.1023383,berga
Korsgården (Falu kommun),Korsgården,Falu,903,176,514,tätort,60.5939887,15.5659635,gården
Korsträsk (Älvsbyn kommun),Korsträsk,Älvsbyn,319,56,568,tätort,65.6681901,20.8673549,träsk
Kortebo (Jönköping kommun),Kortebo,Jönköping,923,112,824,tätort,57.8148759,14.1454197,bo
Koskullskulle (Gällivare kommun),Koskullskulle,Gällivare,1196,134,893,tätort,67.1859642,20.7386656,
Kosta (Lessebo kommun),Kosta,Lessebo,1028,174,592,tätort,56.8475419,15.3940822,sta
Kovikshamn (Kungälv kommun),Kovikshamn,Kungälv,503,210,240,tätort,57.8417154,11.6865374,hamn
Koviksudde (Värmdö kommun),Koviksudde,Värmdö,320,92,347,tätort,,,udde
Skeviksstrand (Värmdö kommun),Skeviksstrand,Värmdö,320,92,347,tätort,59.357943750000004,18.358320923658326,strand
Kovland (Sundsvall kommun),Kovland,Sundsvall,503,58,869,tätort,62.469520599999996,17.15538502129433,land
Kramfors (Kramfors kommun),Kramfors,Kramfors,6843,861,795,tätort,62.9306117,17.7839901,fors
Kristdala (Oskarshamn kommun),Kristdala,Oskarshamn,1002,180,556,tätort,57.4005671,16.1974346,dala
Kristevik (Uddevalla kommun),Kristevik,Uddevalla,405,145,280,tätort,58.3264243,11.6971668,vik
Sundsandvik (Uddevalla kommun),Sundsandvik,Uddevalla,405,145,280,tätort,58.3098853,11.7007971,vik
Kristianstad (Kristianstad kommun),Kristianstad,Kristianstad,41022,2159,1900,tätort,56.0293778,14.1566859,stad
Kristinehamn (Kristinehamn kommun),Kristinehamn,Kristinehamn,18700,1456,1284,tätort,59.3113619,14.11176,hamn
Kristvallabrunn (Nybro kommun),Kristvallabrunn,Nybro,244,62,396,tätort,56.7777665,16.0533267,brunn
Krokek (Norrköping kommun),Krokek,Norrköping,5178,579,895,tätort,58.6749809,16.3657361,
Krokom (Krokom kommun),Krokom,Krokom,1921,161,1190,tätort,63.3258817,14.449431,om
Krägga (Håbo kommun),Krägga,Håbo,612,126,486,tätort,59.6060417,17.4047549,
Kränge (Linköping kommun),Kränge,Linköping,266,52,507,tätort,58.4409327,15.4688025,änge
Kullaberg (Varberg kommun),Kullaberg,Varberg,222,63,351,tätort,57.2388557,12.2673815,berg
Tvååker (Varberg kommun),Tvååker,Varberg,222,63,351,tätort,57.0413621,12.3991052,åker
Kullersta (Eskilstuna kommun),Kullersta,Eskilstuna,427,258,165,tätort,59.4443697,16.5425137,sta
Kulltorp (Gnosjö kommun),Kulltorp,Gnosjö,367,70,522,tätort,57.2626874,13.7890712,torp
Kullö (Vaxholm kommun),Kullö,Vaxholm,1031,46,2254,tätort,59.4133837,18.3051409,ö
Kumla (Kumla kommun),Kumla,Kumla,17089,1128,1515,tätort,59.130171,15.1443464,la
Kummelnäs (Nacka kommun),Kummelnäs,Nacka,4675,611,765,tätort,59.3496091,18.2798912,näs
Kungsbacka (Kungsbacka kommun),Kungsbacka,Kungsbacka,23475,1168,2009,tätort,57.4888563,12.0787529,backa
Kungsberga (Ekerö kommun),Kungsberga,Ekerö,894,253,353,tätort,59.4059677,17.6279524,berga
Kungsgården (Sandviken kommun),Kungsgården,Sandviken,783,168,467,tätort,60.6056779,16.6176335,gården
Kungshamn (Sotenäs kommun),Kungshamn,Sotenäs,3485,363,961,tätort,58.3608171,11.2511421,hamn
Kungshult (Eslöv kommun),Kungshult,Eslöv,387,47,829,tätort,55.8527778,13.4143702,hult
Kungsängen (Upplands-Bro kommun),Kungsängen,Upplands-Bro,12014,475,2531,tätort,59.4786677,17.7511698,ängen
Kungsäter (Varberg kommun),Kungsäter,Varberg,397,98,403,tätort,57.3058172,12.5648801,säter
Kungsör (Kungsör kommun),Kungsör,Kungsör,5942,436,1364,tätort,59.4248622,16.0950394,ör
Kungälv (Kungälv kommun),Kungälv,Kungälv,19410,1097,1770,tätort,57.8707862,11.9788622,
Kurland (Trelleborg kommun),Kurland,Trelleborg,607,40,1535,tätort,55.3769753,13.084278,land
Kurveröd (Uddevalla kommun),Kurveröd,Uddevalla,1351,67,2007,tätort,58.3635977,11.8904819,röd
Kusmark (Skellefteå kommun),Kusmark,Skellefteå,463,128,362,tätort,64.87881,20.79953,mark
Kuttainen (Kiruna kommun),Kuttainen,Kiruna,234,56,415,tätort,68.3816797,22.8260798,
Kvegerö (Nyköping kommun),Kvegerö,Nyköping,229,210,109,tätort,58.9274959,17.369469016286907,ö
Kvibille (Halmstad kommun),Kvibille,Halmstad,964,100,968,tätort,56.7832272,12.8322062,
Kvicksund (Västerås kommun),Kvicksund,Västerås,2163,462,468,tätort,59.4576443,16.3144858,sund
Kvidinge (Åstorp kommun),Kvidinge,Åstorp,1906,184,1036,tätort,56.1353659,13.0449906,inge
Kvillsfors (Vetlanda kommun),Kvillsfors,Vetlanda,497,95,522,tätort,57.4030878,15.4977281,fors
Kvissleby (Sundsvall kommun),Kvissleby,Sundsvall,5119,608,842,tätort,62.29579205,17.37168895431877,by
Kvista (Upplands-Bro kommun),Kvista,Upplands-Bro,367,8,4638,tätort,59.5141793,17.6167114,sta
Kvänum (Vara kommun),Kvänum,Vara,1386,176,786,tätort,58.3014307,13.1865957,um
Kvärlöv (Landskrona kommun),Kvärlöv,Landskrona,256,46,554,tätort,55.8394393,12.9865696,löv
Kyrkeby (Kungälv kommun),Kyrkeby,Kungälv,358,128,280,tätort,57.8163027,11.8342285,by
Nereby (Kungälv kommun),Nereby,Kungälv,358,128,280,tätort,57.8123121,11.8541638,by
Kyrkesund (Tjörn kommun),Kyrkesund,Tjörn,543,556,98,tätort,58.015795,11.5149447,sund
Kyrkheddinge (Staffanstorp kommun),Kyrkheddinge,Staffanstorp,261,51,510,tätort,55.6491407,13.2680066,inge
Kyrkhult (Olofström kommun),Kyrkhult,Olofström,952,166,572,tätort,56.3553711,14.587698,hult
Kyrksten (Storfors kommun),Kyrksten,Storfors,249,32,780,tätort,59.4376662,14.3929463,sten
Kåge (Skellefteå kommun),Kåge,Skellefteå,2293,272,843,tätort,64.8351736,20.9848115,
Kågeröd (Svalöv kommun),Kågeröd,Svalöv,1562,180,870,tätort,55.999056,13.0883139,röd
Kåhög (Partille kommun),Kåhög,Partille,903,54,1658,tätort,57.7504212,12.1515885,hög
Kållekärr (Tjörn kommun),Kållekärr,Tjörn,664,77,862,tätort,58.0260513,11.6601067,kärr
Kånna (Ljungby kommun),Kånna,Ljungby,339,47,715,tätort,56.7818054,13.9039445,
Kårsta (Vallentuna kommun),Kårsta,Vallentuna,511,80,639,tätort,59.6575031,18.2747011,sta
Kälarne (Bräcke kommun),Kälarne,Bräcke,421,137,306,tätort,62.9792215,16.0858247,
Källby (Götene kommun),Källby,Götene,1753,223,786,tätort,58.509551,13.3073862,by
Källhagen (Gävle kommun),Källhagen,Gävle,488,179,272,tätort,60.6987601,17.1949256,hagen
Källö-Knippla (Öckerö kommun),Källö-Knippla,Öckerö,303,34,891,tätort,57.75316775,11.651050566544118,la
Kärda (Värnamo kommun),Kärda,Värnamo,343,45,758,tätort,57.1712951,13.9213523,
Kärna (Kungälv kommun),Kärna,Kungälv,1097,118,931,tätort,57.8442976,11.7907474,
Kärsta (Västerås kommun),Kärsta,Västerås,260,29,890,tätort,59.6791315,16.8378084,sta
Kättilsmåla (Karlskrona kommun),Kättilsmåla,Karlskrona,252,62,407,tätort,56.2691774,15.7364839,måla
Kättilstorp (Falköping kommun),Kättilstorp,Falköping,237,53,448,tätort,58.0423095,13.7129503,torp
Kävlinge (Kävlinge kommun),Kävlinge,Kävlinge,9789,486,2013,tätort,55.7912944,13.1073471,inge
Köinge (Falkenberg kommun),Köinge,Falkenberg,232,49,469,tätort,57.0642098,12.6451743,inge
Köping (Köping kommun),Köping,Köping,18871,1007,1874,tätort,59.5137434,15.9970475,köping
Köpingebro (Ystad kommun),Köpingebro,Ystad,1234,115,1072,tätort,55.4524524,13.9354174,bro
Köpmanholmen (Örnsköldsvik kommun),Köpmanholmen,Örnsköldsvik,1201,250,480,tätort,63.1694675,18.5546217,holmen
Lagan (Ljungby kommun),Lagan,Ljungby,1669,242,689,tätort,56.7898174,13.8987359,
Laggarsvik (Österåker kommun),Laggarsvik,Österåker,307,388,79,tätort,59.4945548,18.522812,vik
Linanäs (Österåker kommun),Linanäs,Österåker,307,388,79,tätort,59.469289,18.5168528,näs
Laholm (Laholm kommun),Laholm,Laholm,6798,543,1253,tätort,56.5132738,13.043458,holm
Lammhult (Växjö kommun),Lammhult,Växjö,1814,190,955,tätort,57.1689031,14.5805595,hult
Landeryd (Hylte kommun),Landeryd,Hylte,405,85,479,tätort,57.077553,13.2660962,ryd
Landfjärden (Nynäshamn kommun),Landfjärden,Nynäshamn,286,129,222,tätort,59.035934,17.9891558,
Landsbro (Vetlanda kommun),Landsbro,Vetlanda,1540,211,729,tätort,57.3696208,14.9013204,bro
Landskrona (Landskrona kommun),Landskrona,Landskrona,33296,1295,2571,tätort,55.8790975,12.8576249,krona
Landvetter (Härryda kommun),Landvetter,Härryda,9122,887,1028,tätort,57.6886943,12.219017,
Lanesund (Uddevalla kommun),Lanesund,Uddevalla,530,95,558,tätort,58.3409926,11.7157204,sund
Överby (Uddevalla kommun),Överby,Uddevalla,530,95,558,tätort,58.3436459,11.7345948,by
Lanna (Värnamo kommun),Lanna,Värnamo,386,101,382,tätort,57.2235168,13.7776472,
Larv (Vara kommun),Larv,Vara,236,82,289,tätort,58.1889685,13.1264415,arv
Latorpsbruk (Örebro kommun),Latorpsbruk,Örebro,740,125,591,tätort,59.2755328,14.9876045,bruk
Laxvik (Halmstad kommun),Laxvik,Halmstad,488,65,746,tätort,56.5976711,12.9306652,vik
Laxå (Laxå kommun),Laxå,Laxå,3119,424,736,tätort,58.9853347,14.618827,å
Lekeryd (Jönköping kommun),Lekeryd,Jönköping,783,78,1003,tätort,57.773366,14.418215,ryd
Leksand (Leksand kommun),Leksand,Leksand,6339,942,673,tätort,60.7329032,14.9968205,
Lenhovda (Uppvidinge kommun),Lenhovda,Uppvidinge,1811,238,760,tätort,56.9977705,15.2849478,
Lerbäckshult (Ängelholm kommun),Lerbäckshult,Ängelholm,611,154,397,tätort,56.3352593,12.9730612,hult
Lerdala (Skövde kommun),Lerdala,Skövde,543,141,385,tätort,58.4770429,13.7090346,dala
Lerum (Lerum kommun),Lerum,Lerum,27959,2495,1121,tätort,57.7701659,12.2695051,rum
Lesjöfors (Filipstad kommun),Lesjöfors,Filipstad,791,176,449,tätort,59.97628,14.1840612,fors
Lessebo (Lessebo kommun),Lessebo,Lessebo,3016,340,888,tätort,56.7504634,15.2714213,bo
Liatorp (Älmhult kommun),Liatorp,Älmhult,573,88,648,tätort,56.6632353,14.2658727,torp
Lidatorp (Nynäshamn kommun),Lidatorp,Nynäshamn,375,41,913,tätort,58.9532853,17.9079379,torp
Klövsta (Nynäshamn kommun),Klövsta,Nynäshamn,375,41,913,tätort,58.9561965,17.9119557,sta
Liden (Sundsvall kommun),Liden,Sundsvall,320,86,372,tätort,62.697547,16.801983638718376,liden
Lidhult (Ljungby kommun),Lidhult,Ljungby,702,132,534,tätort,56.8275785,13.4405395,hult
Lidingö (Lidingö kommun),Lidingö,Lidingö,43925,1680,2615,tätort,59.3643845,18.133142,ö
Lidköping (Lidköping kommun),Lidköping,Lidköping,23429,1286,1821,tätort,58.5037196,13.1576427,köping
Lilla Edet (Lilla Edet kommun),Lilla Edet,Lilla Edet,3914,311,1259,tätort,58.1350719,12.128477,
Lilla Harrie (Kävlinge kommun),Lilla Harrie,Kävlinge,373,48,782,tätort,55.792753,13.2027511,ie
Lilla Stenby (Ekerö kommun),Lilla Stenby,Ekerö,269,84,319,tätort,59.3847641,17.5246397,by
Lilla Tjärby (Laholm kommun),Lilla Tjärby,Laholm,941,95,989,tätort,56.5272498,13.0565911,by
Lillhaga (Ljusdal kommun),Lillhaga,Ljusdal,403,75,540,tätort,61.8327702,16.0579985,haga
Lillhärdal (Härjedalen kommun),Lillhärdal,Härjedalen,380,228,167,tätort,61.8510454,14.0683308,dal
Lillkyrka (Enköping kommun),Lillkyrka,Enköping,304,43,713,tätort,59.5594257,17.2458217,kyrka
Lillpite (Piteå kommun),Lillpite,Piteå,393,133,295,tätort,65.3739968,21.1513549,
Lima (Malung-Sälen kommun),Lima,Malung-Sälen,212,72,296,tätort,60.9338251,13.360372,
Limedsforsen (Malung-Sälen kommun),Limedsforsen,Malung-Sälen,380,258,147,tätort,60.889845,13.3957344,forsen
Limmared (Tranemo kommun),Limmared,Tranemo,1507,146,1032,tätort,57.5373883,13.3565985,red
Linderöd (Kristianstad kommun),Linderöd,Kristianstad,483,107,452,tätort,55.9330726,13.8237564,röd
Lindesberg (Lindesberg kommun),Lindesberg,Lindesberg,9732,820,1186,tätort,59.5930569,15.2264966,berg
Lindholmen (Vallentuna kommun),Lindholmen,Vallentuna,1214,128,946,tätort,59.5844164,18.105179,holmen
Lindsdal (Kalmar kommun),Lindsdal,Kalmar,5946,406,1463,tätort,56.7339269,16.2974333,dal
Lindö (Norrköping kommun),Lindö,Norrköping,5214,314,1659,tätort,58.5426947,16.347093,ö
Lingbo (Ockelbo kommun),Lingbo,Ockelbo,433,268,162,tätort,61.0488035,16.6941699,bo
Linghed (Falu kommun),Linghed,Falu,584,189,309,tätort,60.78361,15.8604354,hed
Linghem (Linköping kommun),Linghem,Linköping,3021,192,1571,tätort,58.4290823,15.7871809,hem
Linköping (Linköping kommun),Linköping,Linköping,113042,3841,2943,tätort,58.4098135,15.6245252,köping
Linneryd (Tingsryd kommun),Linneryd,Tingsryd,463,127,365,tätort,56.6608453,15.1245726,ryd
Listerby (Ronneby kommun),Listerby,Ronneby,1009,213,474,tätort,56.1964035,15.4022684,by
Lit (Östersund kommun),Lit,Östersund,1125,130,864,tätort,63.3166572,14.8499459,
Ljung (Herrljunga kommun),Ljung,Herrljunga,1224,180,681,tätort,57.9866447,13.0579724,
Annelund (Herrljunga kommun),Annelund,Herrljunga,1224,180,681,tätort,57.9900048,13.0894806,lund
Ljunga (Norrköping kommun),Ljunga,Norrköping,747,95,784,tätort,58.577125,16.3076375,ljunga
Ljungaviken (Sölvesborg kommun),Ljungaviken,Sölvesborg,303,17,1814,tätort,56.049526,14.6066497,viken
Ljungby (Ljungby kommun),Ljungby,Ljungby,16181,1238,1308,tätort,56.8325886,13.9359916,by
Ljungbyhed (Klippan kommun),Ljungbyhed,Klippan,2162,357,605,tätort,56.0744425,13.2335627,hed
Ljungbyholm (Kalmar kommun),Ljungbyholm,Kalmar,1768,210,840,tätort,56.6339754,16.1683753,holm
Ljungsarp (Tranemo kommun),Ljungsarp,Tranemo,213,47,451,tätort,57.5651043,13.5833308,arp
Ljungsbro (Linköping kommun),Ljungsbro,Linköping,6686,450,1485,tätort,58.5081326,15.5026182,bro
Ljungskile (Uddevalla kommun),Ljungskile,Uddevalla,3905,401,974,tätort,58.2246504,11.9198287,kile
Ljusdal (Ljusdal kommun),Ljusdal,Ljusdal,7309,729,1002,tätort,61.8293755,16.0953598,dal
Ljusfallshammar (Finspång kommun),Ljusfallshammar,Finspång,329,72,457,tätort,58.7881097,15.4937053,hammar
Ljusne (Söderhamn kommun),Ljusne,Söderhamn,2000,326,614,tätort,61.2136308,17.1281545,
Loftahammar (Västervik kommun),Loftahammar,Västervik,427,134,318,tätort,57.9043481,16.6931184,hammar
Lomma (Lomma kommun),Lomma,Lomma,13616,593,2297,tätort,55.6745348,13.0708928,
Los (Ljusdal kommun),Los,Ljusdal,340,158,216,tätort,61.7365134,15.1692093,os
Lotorp (Finspång kommun),Lotorp,Finspång,672,98,689,tätort,58.7341005,15.8276847,torp
Lottefors (Bollnäs kommun),Lottefors,Bollnäs,360,98,369,tätort,61.4193194,16.4074731,fors
Lucksta (Sundsvall kommun),Lucksta,Sundsvall,617,156,396,tätort,62.30151575,17.051930680406226,sta
Luddingsbo (Söderköping kommun),Luddingsbo,Söderköping,225,59,380,tätort,58.507934,16.1375394,bo
Ludvika (Ludvika kommun),Ludvika,Ludvika,15748,1117,1410,tätort,60.1503771,15.1813989,vika
Lugnet (Värmdö kommun),Lugnet,Värmdö,724,292,248,tätort,59.3349264,18.3908072,
Skälsmara (Värmdö kommun),Skälsmara,Värmdö,724,292,248,tätort,59.2486324,18.540451227174415,
Lugnvik (Kramfors kommun),Lugnvik,Kramfors,315,116,273,tätort,62.9295771,17.9142347,vik
Lugnås (Mariestad kommun),Lugnås,Mariestad,614,110,559,tätort,58.6440231,13.6999699,ås
Luleå (Luleå kommun),Luleå,Luleå,48728,2856,1706,tätort,65.5831187,22.1459535,eå
Lund (Lund kommun),Lund,Lund,92069,2652,3472,tätort,55.7029296,13.1929449,lund
Lund (Gävle kommun),Lund,Gävle,463,120,387,tätort,60.6636049,17.0036727,lund
Lundby (Kungälv kommun),Lundby,Kungälv,265,63,424,tätort,57.9267894,11.9011002,by
Lundby (Norrköping kommun),Lundby,Norrköping,215,40,543,tätort,58.5737325,16.585318,by
Malm (Norrköping kommun),Malm,Norrköping,215,40,543,tätort,58.5518832,16.3053586,
Lunde (Kramfors kommun),Lunde,Kramfors,340,129,263,tätort,62.8796457,17.8705325,
Lundsbrunn (Götene kommun),Lundsbrunn,Götene,892,129,692,tätort,58.4715912,13.4452633,brunn
Lunnarp (Tomelilla kommun),Lunnarp,Tomelilla,345,57,608,tätort,55.5438948,14.0407163,arp
Lunne (Östersund kommun),Lunne,Östersund,270,128,212,tätort,63.078844,14.8746588,
Lurudden (Ekerö kommun),Lurudden,Ekerö,222,57,391,tätort,59.2746859,17.7082601,udden
Lustigkulla (Hallstahammar kommun),Lustigkulla,Hallstahammar,458,63,732,tätort,59.6200943,16.2026238,la
Gröndal (Hallstahammar kommun),Gröndal,Hallstahammar,458,63,732,tätort,,,dal
Lycksele (Lycksele kommun),Lycksele,Lycksele,8572,772,1111,tätort,64.5958617,18.6777559,sele
Lycksta (Västerås kommun),Lycksta,Västerås,257,35,730,tätort,59.695182,16.5679652,sta
Lyrestad (Mariestad kommun),Lyrestad,Mariestad,489,70,696,tätort,58.8036306,14.0591279,stad
Lysekil (Lysekil kommun),Lysekil,Lysekil,7882,479,1644,tätort,58.2771735,11.4430987,kil
Lysvik (Sunne kommun),Lysvik,Sunne,329,88,372,tätort,60.0152729,13.132996,vik
Långared (Alingsås kommun),Långared,Alingsås,281,121,231,tätort,58.0453328,12.5206692,red
Långasand (Falkenberg kommun),Långasand,Falkenberg,374,267,140,tätort,56.8320381,12.597506,
Ugglarp (Falkenberg kommun),Ugglarp,Falkenberg,374,267,140,tätort,56.8177838,12.6268065,arp
Långasjö (Emmaboda kommun),Långasjö,Emmaboda,346,82,423,tätort,56.5808151,15.4455893,sjö
Långsele (Sollefteå kommun),Långsele,Sollefteå,1649,244,676,tätort,63.1784986,17.0671027,sele
Långshyttan (Hedemora kommun),Långshyttan,Hedemora,1461,278,526,tätort,60.4517732,16.0323485,tan
Långvik (Värmdö kommun),Långvik,Värmdö,1227,301,408,tätort,59.2418236,18.5108042,vik
Långviksmon (Örnsköldsvik kommun),Långviksmon,Örnsköldsvik,213,58,369,tätort,63.6314771,18.6984028,
Långås (Falkenberg kommun),Långås,Falkenberg,644,75,853,tätort,56.9763958,12.441363,ås
